customer_id,prediction,n_actual
0025b31255df18a12793925c2df47e64247c5a1ee8989d769f1f2c1c23c971fe,0573085057 0573085028 0573085042 0909370001 0573085043 0918522001 0924243001 0903918001 0714790020 0762846006 0866731001 0372860001,1
0026906d6c593cd34993ee283861e050272cb193026eb881b1aa3ace49ba75c5,0918522001 0865799006 0915526001 0915526002 0575347003 0909370001 0685813039 0685813037 0924243001 0877273001 0685813001 0685813018,1
0026ebdd70715d8fa2befa14dfed317a1ffe5451aba839a8a25af36ee78f061c,0850917001 0760084003 0785018003 0759465001 0785018008 0751471001 0909370001 0719530003 0568597007 0918522001 0568601006 0568597006,4
00282135561702f5b3b750fa3382d8fd83ce5d761a507e25464e2e2420dbbf5a,0822171001 0855249006 0909370001 0918522001 0924243001 0714790020 0762846006 0915529003 0751471001 0863595006 0751471043 0855249009,2
002cf96a2e882620182534ca963f8b43f9aafa2b668c09171989583562ed0950,0891591007 0898694001 0891591003 0891591001 0878190004 0924243001 0909370001 0918522001 0921906002 0909014001 0921380001 0921906003,1
002da1d307ae48e1b8528792f62117e43a911ed075019547d64c091ee9e23e73,0918292001 0507909001 0779781013 0914537001 0918292004 0868823008 0918522001 0856270002 0909370001 0924243001 0850917001 0568597006,4
002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,0685814022 0719530003 0928332001 0448509018 0894340001 0448509035 0909014002 0685814061 0902161004 0685814063 0875635003 0785034009,10
00310e3c2086d6dc7cbfc6ffe17cafc53509e9cda9bd28ad0a0c93d1dda2e259,0915529001 0923758001 0918525001 0640613003 0832458002 0860322004 0817166003 0910521002 0915529005 0909370001 0865799006 0918522001,8
0032c5c60cd449c55f51f0d49f45f8ba128d9e258ae00f7378fc7f00f1ecb3b2,0786304009 0456163090 0803757019 0803757004 0683001028 0803757001 0786304001 0803757023 0677930077 0803757005 0909370001 0918522001,5
0032fef075be8358b5bfb10c08d18d6c6311f3d59de0b7c2e36cf9e32feb12cb,0752814021 0751471038 0751471039 0845790002 0751471043 0797710001 0918522001 0797710006 0924243001 0752814022 0752814003 0714790020,1
0033c253ee4c93f7b00e8fbaf19c645854d3362429e54f215c0983576a99b0c4,0871997001 0871997002 0918645001 0806131012 0915529003 0909370001 0918522001 0924243001 0850917001 0881111001 0762846006 0882900004,2
0034669aa967dd26cb88d0f20d99d381741a50e44d3be5ac34b16ae64fead85b,0936862001 0921906002 0921906003 0909370001 0918522001 0924243001 0902532001 0908728003 0936610001 0867141003 0921906001 0908728001,1
00356a94bb9bed341f6dba58ad722974b01a1cbd9f06efb314ffc4b55dd9961a,0568601044 0920012003 0572797002 0879291001 0748355018 0572797001 0920012001 0909370001 0918522001 0624959029 0568601006 0850917001,6
00356af493f63b3d5c800d66e5ea35e255e3e602c12ec68fe98f71cdfe826ffc,0893352002 0909721002 0912204001 0730683052 0896096003 0909721003 0909370001 0865799006 0895610004 0905518001 0918292001 0754238024,3
00357b192b81fc83261a45be87f5f3d59112db7d117513c1e908e6a7021edc35,0909721003 0903389002 0804916006 0921906001 0751471037 0904961001 0880815006 0921906003 0865799006 0909721002 0908095001 0903389001,3
0037e7bd072811e71c2de6cfa8296198c05906dfcf3a59ba107b48b400460771,0903473001 0903473003 0909014001 0918522001 0872537001 0909370001 0872537004 0924243001 0872537002 0714790020 0902163001 0768912001,1
0038518fc66b22eafe13b0e80c5bf8e13e85c03e434a2c0fc3b70f34a8b9bf88,0918522001 0909370001 0924243001 0751471043 0863595006 0827957008 0714790020 0783346001 0896170012 0827968001 0896152002 0751471001,2
00386204792883fdad2a2f5aa6ee2354e6019518fe31cc12b817db36b60393cb,0804992014 0791587015 0720125007 0791587018 0918292004 0804992034 0809961002 0909370001 0720125001 0791587010 0791587001 0918522001,2
003bb11f4a641d26e321b80c099618b2c1cf26fee040dda0a9d3713d2e5ada8a,0895836003 0803757015 0456163084 0803757001 0918522001 0909370001 0903420001 0895836001 0866731001 0803757004 0799044001 0372860002,2
003ca8034fe32b9bab8e1c03d74c972abd80dccf84a30200eb6294249965721a,0903049003 0903004003 0886966002 0873771001 0752814022 0896064001 0895376004 0926285002 0751471001 0896064004 0805947001 0817353002,8
003e849dc08a246747083c58d5ba046de7256c5043b9d9334390ffe012cd96ee,0759814009 0794575002 0803757014 0762205002 0794575001 0715624001 0803757001 0909370001 0924243001 0918522001 0803757023 0759814022,4
0040e2fc2d1e7931a38355aca56b2c62b87e65051b72878c813c093d7b9b87aa,0799365028 0799365001 0865799006 0889460003 0863646004 0871517014 0762846027 0863646001 0865799005 0918522001 0924243001 0799365002,3
00422b4a262832b181f6d07b716ec88afca96237893864a87882510804f40ebe,0865430006 0865430007 0903515001 0925372001 0942187001 0793185041 0875784002 0909370001 0905492001 0931769001 0881269003 0915453005,5
0042ba7ad717447b29ca73c5aa1d2959389ab21a894059de0cb8378b16a5659c,0699755071 0738713042 0784926001 0909370001 0918522001 0924243001 0699755072 0891890002 0866731001 0896152002 0685814065 0898694001,2
004432f08708cc4997463536d848b960b3752dbbfa66aeede7998700c5e81552,0918522001 0909370001 0924243001 0751471043 0915526001 0863595006 0898694001 0866731001 0372860002 0850917001 0714790020 0827968001,1
004547e8fa658795431950241fe3c02628dffa206a4c59f2f82ab1b57c9f08cb,0881577001 0881577002 0805011013 0918522001 0909370001 0791587001 0851374001 0924243001 0829308003 0372860002 0809961002 0866731001,1
00459e5341c64d459a496c4cf5eb9016e2df3a34cbafaf3164aa7bd07a58f6f5,0832307007 0859125001 0877273001 0907696002 0907696001 0907696004 0918522001 0920610005 0909370001 0916468003 0915526002 0915526001,2
00461a2ce53b2af6c2beecbe380677d503281f323a708d102c0ce6d5ce43b8ad,0889550001 0918522001 0909370001 0924243001 0714790020 0827968001 0915529003 0768912001 0896152002 0863595006 0715624001 0751471001,1
00462499c17548e8cbf6ef576678860d5dc1ebe9328c02507af681b4724efc4d,0806225002 0811927007 0866383006 0559616013 0909370001 0699423001 0918522001 0811887001 0879944002 0924243001 0866731001 0473954008,3
00462904b288681a9facb555f75dd2cf4d0f730a6e0ea7efc0ee655bef06d0b0,0874819002 0799365001 0827968001 0887757001 0673677002 0754751001 0799365004 0910457001 0909370001 0827968004 0924243001 0915529005,8
00462fd1b519ad73ec32c80e0363611904cdf497caa5e16160cf4fff0fe2618e,0933476001 0903851001 0918593001 0909370001 0918522001 0924243001 0850917001 0866731001 0918640001 0762846006 0706016001 0942733001,3
00463e45bf2b9d93ef8d2db0181295f7650ba16a414c99c218092f59cff2a714,0611415035 0832309010 0611415034 0873072002 0684824006 0590928001 0909370001 0924243001 0700758017 0918522001 0698276009 0464297007,2
00465ec96dd32dca19f85108cbce142de6667a7ace8208442025f8f65b694489,0784247009 0717251001 0776237031 0566140001 0833530002 0862105005 0862103001 0776237029 0559601019 0833499002 0918522001 0924243001,10
0046d2f81349ff6c3af66c8c8148e7b0b52046f20a3dc5f08e2deffe9848c51e,0867738001 0909370001 0918522001 0924243001 0873678003 0863116005 0918443004 0297067002 0762846006 0863595006 0850917001 0751471001,1
00489b1a6a9ae7f7b093f5e0beb52325e61ef73b500a7470349f900de3ae16a1,0789701001 0918522001 0909370001 0924243001 0919986001 0915529003 0894780001 0797988002 0866731001 0622969005 0896152002 0714790020,1
0049f94e2289eed627a49f2a5a6418bc8ce6ee7e2a902de187b3e7288fc0bf76,0866455003 0866455001 0821397007 0758034001 0909370001 0918522001 0866454003 0820613004 0887681003 0924243001 0762846006 0863595006,2
004a44473a84b8809a136aac040eae2e567f85031949ebede13474124571c361,0918292003 0868823005 0918292004 0849487001 0918522001 0868823007 0918292001 0909370001 0924243001 0898694001 0918292011 0863595006,2
004a51b9de9d21672dcb80ff5b76928b83e0865f614c7a3170fe0f7129a53161,0924243001 0865799006 0923758001 0924243002 0910601003 0865799005 0918522001 0794575005 0879242010 0918525001 0874704002 0915529005,3
004aefcffd63b1fdb0bc2024f305323bb272daa2b085499d55065175b78f1824,0902982005 0573085028 0573085042 0706016001 0909370001 0573085055 0562245046 0573085043 0573085054 0918522001 0706016002 0906842001,2
004c221ce24b75d1a43ff9d2b5ae10438e52658300330f2f1ffc12f3c2787a82,0573085054 0918522001 0573085028 0573085042 0562245046 0909370001 0898596004 0562245106 0573085055 0924243001 0372860002 0866731001,1
004c3751ed6f9dfc98b870291c95be6702d3afa97d94677b9c12ada0a398d538,0885951002 0885951001 0819113001 0894085001 0891763001 0891763004 0887681002 0819113003 0909370001 0924243001 0918522001 0894085002,6
004d684ed58c650c41e5b0be289044971b83f1a8e640264e53685e8b7bebe289,0909916001 0866454003 0896260001 0803468002 0825771005 0803070021 0898439001 0803083002 0863646001 0868641002 0909916002 0909370001,8
004d932f7a27ac3167c77db81d9cfd89392729e7f7e0d4c27e57ba355fc93988,0751471038 0783346023 0783346016 0751471022 0783346028 0751471001 0678942058 0751471041 0783346032 0678942001 0783346020 0752814005,7
004da1872cf36b67deeaea4a5792df6bf6444890a136ef17b962f9eab8c3c1cb,0572998001 0858565001 0832458001 0572998009 0832458002 0918522001 0909370001 0448509014 0572998007 0924243001 0894668003 0714790020,4
004f890062284cddfbd81663dbf09d2f02f8abbfb7437ca90530152b29b87db0,0906305002 0915526001 0906305001 0918892001 0915526002 0863583001 0918522001 0909370001 0916468001 0863583002 0751471043 0924243001,1
0050daf92485f3863f719efe75b8e0a6b5fa6aeafd3a5bc473da8dd7bb6e1220,0762846026 0762846008 0762846031 0762846006 0762846027 0889460003 0762846029 0909370001 0927922001 0751471037 0918522001 0751471001,1
00538a4252a09ffaf7af1a083fc02d0b0cc4b7f0530294c4837c25467ded4a07,0850917001 0850917003 0568597006 0568601006 0751471001 0889456001 0568597007 0909370001 0918522001 0762846006 0924243001 0783346001,1
0054357b9f186ddab5b7aa49d912929fb9895d282232625eda6dd53632a54cfd,0885710001 0892937003 0872233001 0816841006 0841173004 0885710002 0817110005 0879242010 0918522001 0909370001 0816841003 0888026001,6
0054c50274d19af58d53ef3ce0c004bea446c80bd51cf2be95950815379f8024,0858856005 0762846031 0473954013 0762846027 0918522001 0909370001 0763037001 0766346011 0568601030 0783346023 0924243001 0568601006,2
0055692692c0cdd5278610f4b62ecabc8130eff743170dff7316e8357fd27def,0395730043 0918522001 0909370001 0924243001 0850787001 0866731001 0556560001 0850917001 0898694001 0863595006 0714790020 0915526001,1
0056238bf79efd3e95fc0ed4f4c01c018ff088544fa010b6e75f9531ef64554c,0876125001 0863163002 0886569005 0674606025 0834961001 0744117018 0909370001 0729860002 0877163001 0674606074 0794468001 0674606026,7
0056cda7d40ba00013aec8d1cb2ae90abc5c795ee298ca951108f6a0aafc8180,0906169002 0915526001 0929275001 0918522001 0909370001 0910601001 0919986001 0924243001 0925246001 0850917001 0920610001 0714790020,1
0057168dfabe96a434012c7ee2fa2ea66707fb5b0a6e66e6565ed20d7d68b875,0717490064 0717490008 0717490058 0918522001 0717490079 0717490057 0909370001 0717490010 0866731001 0924243001 0915526001 0610776002,1
0057c771d3c1b437a32051ed6f9a1e2372104661dd77aa6c68d1cb7d4071decd,0556539010 0516000087 0556539016 0237347045 0556539003 0909370001 0759814022 0556539001 0918522001 0372860001 0237347063 0456163086,3
005816428a511621e6aca9439759e6caa3912d4523cd1cd91786eac6670eb293,0685813001 0685813042 0918522001 0909370001 0685813003 0685813018 0763988004 0372860001 0685813037 0685814001 0685813040 0898918001,1
0058caa8e25099d45288038fe4b23efbe030c41277f76aa1ae5248bd08667eaf,0869331006 0869331002 0905957001 0918292004 0863284001 0918292001 0918522001 0909370001 0894956001 0924243001 0863595006 0714790020,1
0059a72dc89bd3a2bd42e523d98567a0f1acd1f7046f9bdae89e04ddc0a494cf,0876342001 0802549004 0787148001 0882357001 0866260002 0784021005 0694848016 0918522001 0901955001 0935196001 0804553001 0909370001,5
005bacbfe58ad471b3ca1e6a4efbacd9231458137d39299c0b68e424aa9bbbc0,0845790002 0868164001 0845790001 0785018003 0845790007 0854602009 0845790006 0909370001 0918522001 0751471038 0868164002 0760084003,1
005c6d3bb66c86aab606814cd9995a12f99b3a44b58c72b89fdde2d7b3f42e0b,0893064003 0859077005 0859077015 0859077013 0859077018 0893064002 0768912001 0909370001 0924243001 0918522001 0859077016 0895582003,2
005d057b0efb307cd8ff450693575f0a3dd01211900138c3f900de5473221f34,0711053003 0884174003 0918522001 0884174001 0898918002 0855239003 0909370001 0855239002 0855239001 0855239004 0924243001 0770315005,1
005dce508b8c8619ea2c0dbdbe93d8ae4713d5dcddaf87b5d3336bffa0e31bd1,0910601003 0924243001 0898694001 0910601002 0865799006 0918522001 0888343003 0924243002 0762846027 0923758001 0915526002 0898694002,4
005e1c77cf79a4fccfd954ae940e48fea3e67180940c0357f1dee9ecfd56c0d7,0861803014 0868283001 0861803009 0894956001 0909370001 0861803001 0866731001 0918522001 0924243001 0915292001 0868283004 0894680001,1
005f0059bc1ab36de04f436c4afd9d096baeb7bf586d4aaa34afadc990c36365,0894780001 0865926001 0865926002 0924243002 0898818003 0904625001 0897738001 0918522001 0909370001 0865929014 0865929003 0809238005,5
00606f86a995447df68f65e3e05e97f63cb5d1a6d27daa37beea40689b4c5d6b,0850622006 0908380001 0714790008 0918522001 0907534001 0909370001 0924243001 0936610001 0866731001 0860336003 0873092003 0807310002,1
0061a820c95ece1d5a711cfc9d207a85aca6552f5aebc9325766ad779b6e587c,0889550001 0918522001 0909370001 0924243001 0915529003 0866731001 0714790020 0768912001 0898694001 0852584001 0896152002 0751471001,1
00639e775b90554156986100685c4d408723c77e411e37b13b7407c6231a4c01,0905945001 0891591001 0891591007 0905945002 0898694001 0891591003 0891898001 0909370001 0914805002 0828912004 0891591002 0918522001,1
0063a5fab642a52b80dcc5561b3a2ef5a06f13f2967a7a9ba7672d139969424c,0715828015 0685813043 0843465007 0685813018 0685813001 0706271037 0685813037 0685813041 0685813042 0909370001 0924243001 0395127001,5
0063faad1cf48d3d6e02d02b3890248173fd59aefe8ecd0c3817b9688ba93124,0599580038 0806225008 0806225002 0898596004 0571706010 0776237011 0909370001 0918522001 0898596002 0399256001 0915526001 0924243001,4
0064008cf954059e6f7801b03d1ed892b3d1d5a17ebd776300e4af3b5cad6c48,0372860001 0906794001 0918522001 0372860002 0909370001 0902407001 0736870001 0924243001 0778064001 0160442007 0719655001 0866731001,1
0064cd1ee810d4caabd1182a8f177479b82b18961bd76b6cace9ef1b7a1ba292,0715624013 0919499007 0894956001 0904545002 0926921001 0868823008 0715624001 0856551001 0547780003 0856270002 0915412002 0909370001,7
0065ecf467c63d20101fda5d4d2ef08319f1eb2fc06f1a5dde9b2e4711ce7624,0624684001 0922489001 0685814061 0685814001 0685814063 0685814022 0685814048 0918522001 0888908001 0909370001 0928332001 0924243001,3
0066c01f7b65400009850884c110dc4d0d17c54e33c98aa4f695e3e36c3786c0,0762846026 0762846008 0762846027 0762846031 0762846006 0762846029 0889460003 0918522001 0909370001 0751471037 0927922001 0924243001,1
0066eb743279371828aba20039e5a69b60acd872985b0070f2220fc709eaea14,0815808001 0850917001 0762846027 0889456002 0850917006 0924645001 0751471001 0762846026 0877769001 0762846006 0850917003 0889456001,7
00686b4fe3ea577b41d9caa524b37d707a1e46aa4c7013143cc895b5a2cc8904,0900387001 0830953002 0918522001 0872537004 0909370001 0924243001 0237347063 0804992014 0809961002 0918292001 0866731001 0804992013,1
006908fb1f581e64408d2c5a57bf65e06b26939dce50b8f8c4dc7ac65e5f6631,0640021012 0714790024 0907149001 0714790020 0918890001 0640021019 0714790017 0909370001 0448509014 0714790028 0918522001 0924243001,4
006a396de0a8edc6694241b5aafc5fad652547dfd42b7ee1e5d8514898de7c7a,0908728002 0909059002 0909059001 0921906005 0909370001 0918522001 0919273001 0572998013 0908728003 0928210002 0924243001 0898573003,2
006a7b180527417a034cf3d6544baf906f12805d8271ee4678052656037c6389,0805000001 0911870004 0859400005 0911870001 0863646001 0805000010 0873679002 0909370001 0924243001 0911870003 0874754002 0918522001,5
006bc15fc15987591692907ef89898bfe17fd1f80370cd5ddecfbbc81461e87d,0706016015 0706016002 0706016001 0706016003 0825719003 0706016019 0909370001 0706016006 0768931002 0884668002 0918522001 0866731001,3
007006426cbb9f97cc1a13b6e674429f97143ab42ae3635a74beeb577d3fc48c,0732842021 0877369001 0673396002 0783346001 0448509001 0874816003 0893429001 0854818004 0873279004 0814116004 0915526001 0759465001,5
0071db058be38eb5732a431d01137b2dbae5643ee60ffd9cb1280dc7308c9edf,0933327001 0910601003 0572998001 0898439001 0572998013 0879605001 0929599001 0897738001 0919365008 0911870003 0891591003 0908081004,12
0071e6b2a807c82be84ca52fa1e92a062ed44d5d5bf362cc7423ad627aa4e60b,0811835003 0866269002 0865595002 0918522001 0865594002 0599580072 0599580061 0844294002 0909370001 0868018002 0811835009 0924243001,4
00721927ec0f102e5f911dc19b0e1fa778d11fffec4238fd398306918b473a91,0839402002 0523642006 0732429007 0909370001 0924243001 0918522001 0866731001 0762846006 0867365002 0863595006 0865172003 0714790020,3
00722b690daf38baa2476e08cb911d72f5ce779e6c68912592712b6297e62aff,0783346020 0783346018 0783346001 0783346016 0909734001 0767423010 0783346023 0767423011 0874113005 0902388001 0767423001 0874114002,1
0072da468e6a4bc18e8e7cbbb8d205ed6ac71dab6ad393faee383c87934a1f01,0803969009 0894293001 0909370001 0918522001 0894788003 0924243001 0752689002 0929695001 0803468002 0723469018 0719655001 0866731001,4
0073569a706784581f7916cbc61e6af44c9fa52eae38e40520ae092f379a7232,0929388002 0923569002 0902163001 0884319002 0898684001 0873274002 0914118001 0919273002 0891886003 0923037001 0929511001 0805947006,12
0074bfa48d90aed1f25b91c22184ff75021405719c42c626cc41bd01a172a545,0893059004 0915453002 0863595006 0915453001 0893059005 0918522001 0893059003 0921906001 0865929003 0924243001 0909370001 0863595002,2
0074c6472eacd8369a4b0138919a47e26fd385e2611013ea47412a450570556c,0917056001 0918522001 0909370001 0924243001 0898694001 0863595006 0915526001 0866731001 0714790020 0751471043 0918292001 0827968001,1
0075388c2b561d6a345084c9c6ca144c60d74b5f0a0d675a2f9e7b0c4e0937dd,0918522001 0904584008 0834333002 0915529001 0909370001 0904584007 0915529005 0610776068 0904584002 0610776071 0920283001 0904584009,1
00754012108569f9c99871720111a2b50aa7b6ebebe2a415914df8b8e5e120ff,0918292003 0868823005 0918292001 0856270002 0448509035 0868823008 0918292004 0865929007 0791587021 0918292011 0448509014 0906729003,6
0075c549d4ed1fd64ba3a56633955ee80e28c0db0de196e635fe3c9d8ccd5480,0874754003 0874754002 0677930077 0874754001 0911870004 0874754004 0918522001 0924243001 0909370001 0863583001 0762846006 0863595006,1
00775aa01fc803ef7c6868f11b807ff1ad1f727d22b82d35b9299d8e7edf9a53,0892663001 0938190002 0562245106 0874891003 0909370001 0918522001 0892663003 0874891006 0874891002 0863595006 0884319005 0562245108,4
007834211f479d4bdab439c3488a424f426d3c6186244b41b8488d947e9e029b,0865799006 0849517001 0865799005 0924243001 0918522001 0874704002 0909721002 0909370001 0923758001 0918525001 0762846006 0716947009,2
00784b7dfd8e630fa761a5f70c980fbb851aa265ecc1bd6dbc622611fe86dc74,0918892001 0873279005 0918522001 0915526001 0909370001 0894780001 0915529001 0915526002 0915529005 0924243001 0915529003 0863595006,4
00798bd464457d23d6af401715fe32d5c676ad9ee4010d6a3c02580994d31124,0936428003 0917293003 0920389001 0888614002 0886270003 0916775002 0909370001 0865799006 0917293004 0917293005 0924243001 0918522001,2
007c864f4ed7864aaf289f8ef40e4ec9f8768d3cfb14fef3bd976b190896fb2c,0850917001 0568601006 0568597006 0889456001 0850917003 0918522001 0568597007 0762846006 0751471001 0909370001 0924243001 0783346001,1
007ce0bc11eeab9b58cb2ab04715c6a5c478828aa3b7a793c8d17a9834fd999c,0456163083 0893133001 0802023006 0456163085 0915529001 0456163060 0924243001 0918894002 0925666003 0873279003 0918522001 0909370001,5
007ceeca2e2d1004495d4c431e920c3767c73cf49ced6b4da135d8a4c8833e53,0882900008 0882900004 0687704039 0918522001 0924243001 0914441004 0882900007 0914441005 0909370001 0882900013 0920084004 0866731001,1
007e780cb863f558bfa9b36b75bb32e1dd4dad12021b73b0047f45e1c4f6ba58,0821397007 0803468002 0767862001 0894756001 0864415002 0821397008 0894756002 0894756003 0918522001 0909370001 0787946002 0866455003,4
007ea745333169a47e761ef291dee7839954fa37652781e8df4a63f8e885fe7f,0873279003 0910601003 0866482001 0924243001 0912460001 0865799006 0909370001 0915526002 0918522001 0762846027 0915526001 0866503003,1
0083a1b163541a06f0b0fe6f41363f2b35d5ae23e8ebaf89ba827784809d944c,0554598047 0811907004 0554598001 0554598087 0711053009 0554598065 0811907001 0554598066 0734215002 0909370001 0918522001 0711053003,5
0083da4f5e43c8149c38f90ee883ca181ff0948d633e54afc925905e2eb7ee0c,0777892010 0918522001 0911034001 0909370001 0880481001 0859423001 0935541001 0871710010 0516903036 0924243001 0767423013 0372860002,3
0083ee250b3845008465de0e938d0ed2ae4f5bfde8b56ee9b59e6619d899e332,0933032001 0902518005 0869379002 0918522001 0909370001 0901318002 0918525001 0933032002 0902518001 0869379005 0902518003 0901318001,4
0084734eed5ebb21f1f6d3ae7ffb5edc769fe4d9a35c3f4f6c1721544e15850c,0867966009 0909924001 0911214001 0794575001 0677930077 0677930086 0918522001 0677930066 0677930037 0909370001 0715624002 0794575017,3
0084c1b13416dd3d0006ce6e64c659fa13262896c23c583962f2bc7d69724de8,0787946002 0610776068 0736870001 0787946003 0909370001 0908230001 0918522001 0562245104 0910132001 0562245046 0863595006 0767862001,1
0086af1207e7cd8b6a2af198a25880ee2ddb4d40c0ccffd7f18dcec32a25a5b2,0720125039 0757303021 0918292001 0804992013 0918522001 0914453001 0809961002 0909370001 0805000007 0720125040 0757303014 0924243001,4
0088ac2be49fe6c164930781e72f1330aaa1dd85e67e468947b22dd4bb111bc4,0554450001 0762846001 0762846031 0762846029 0762846006 0762846026 0762846027 0889460003 0850917001 0918522001 0909370001 0762846008,2
0088c308dca455c1c39bbaed8cfcf15a5c8a332a8dc854dc0c33638bf0fe4a62,0865935002 0889616001 0915526002 0915453001 0890021001 0909370001 0884319003 0915529003 0924243001 0903096004 0918522001 0879088001,1
00896a51471298fc6828c783537d2798ea66fd009b83911048fcbead59691eed,0884319005 0923028001 0871527002 0884319003 0871527003 0884319006 0874891001 0909370001 0884319002 0874891003 0918522001 0884319001,3
008a6dc89c5822c0fbb5685e333d2466fc74efdbbbe1fc17f7f5379fd91e8e70,0930380001 0863595006 0893059004 0871527004 0863595001 0930380003 0863595002 0863595005 0863595004 0884319009 0767473012 0918522001,2
008ae11dd3105ae41a74f51a2581e1585cf69ac26cfc37610c30896ca2cf3c95,0898694001 0865799006 0878190004 0891898001 0874704002 0916468003 0878190005 0863583002 0893141002 0918522001 0915526002 0891591007,1
008cccf83b6a3184acdbca95ecaf2f3d459a9708b5e0f2d41535687b377c5c8a,0865929003 0873678001 0873678003 0873678007 0778064003 0889574009 0921906001 0918522001 0884319003 0809961002 0805000010 0909370001,4
008d7d367d7d4a83ed19cd8b30a689dbaa5c9dd46a6c5459f87998287a33c51e,0874116015 0874116005 0818754001 0818754004 0874113005 0818754002 0818754007 0909370001 0918522001 0797988002 0866731001 0850917001,2
